,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro,w,x,y,z,roll,pitch,yaw,x_difference,y_difference,z_difference
0,-0.0068359375,0.021484375,0.9677734375,0.3526717557251908,-0.4877862595419847,-0.0717557251908397,0.9999902342369014,0.004411135272554806,-0.0002823342999472945,-0.00014014653211216117,0.008822364715453506,0.008821062373993448,-0.0002823342999472945,-2.468656961039756e-05,-2.3978561516232572e-05,-3.213352353975546e-07
1,-0.0126953125,0.02294921875,0.95654296875,0.4786259541984733,-0.5137404580152671,-0.05114503816793893,0.9999637402459342,0.00833050723347335,-0.0005393017998047679,-0.0002550961356568161,0.01666217474018002,0.016656930425039893,-0.0005393017998047679,-7.420374600229399e-05,-7.189661439084597e-05,-1.2423202210439885e-06
2,-0.01806640625,0.0283203125,0.955810546875,0.39541984732824426,-0.5015267175572519,-0.06412213740458016,0.9999253651265834,0.011618280182222112,-0.0009078724474980877,-0.00041030979019606345,0.02324065497767766,0.023227380434144004,-0.0009078724474980877,-9.930945513006861e-05,-9.565954066015636e-05,-2.1353828644436284e-06
3,-0.0126953125,0.025146484375,0.953369140625,0.3061068702290076,-0.41068702290076337,-0.022137404580152672,0.9998803928352354,0.01407649162402535,-0.0011757855857172435,-0.0004979860725786217,0.02816199290932044,0.028139309557129014,-0.0011757855857172435,-9.957825276170135e-05,-9.542172570463474e-05,-2.501836746076361e-06
4,-0.000244140625,0.02490234375,0.949951171875,0.24961832061068706,-0.4381679389312977,-0.00916030534351145,0.9999009797249993,0.013964295703266209,-0.0010077190940991985,-0.00048054474393320715,0.027931220267726674,0.027916030679952016,-0.0010077190940991985,-9.912345226499274e-05,-9.54429830789192e-05,-2.718422968117723e-06
5,-0.00732421875,0.023193359375,0.956787109375,0.2969465648854962,-0.4015267175572519,0.028244274809160308,0.9999204805534321,0.011998979496956138,-0.001058250576146961,-0.00048294982691176415,0.024002783618899116,0.02398676100245207,-0.001058250576146961,-9.85433322226498e-05,-9.557697775644514e-05,-2.779172066399785e-06
6,-0.023193359375,0.02294921875,0.9599609375,0.2603053435114504,-0.383969465648855,0.042748091603053436,0.9998974004177705,0.012486545227079614,-0.0010896618285771264,-0.0004573600138622155,0.024981980893291414,0.024961698667586157,-0.0010896618285771264,-9.898735318091514e-05,-9.567920604936331e-05,-2.448046540290125e-06
7,-0.023681640625,0.0283203125,0.961669921875,0.2015267175572519,-0.4442748091603053,-0.015267175572519085,0.9998488074688684,0.014398778510765152,-0.0013504346898074616,-0.0005350123076305293,0.02881305486248586,0.02878176959023906,-0.0013504346898074616,-9.996883264279898e-05,-9.559865911373598e-05,-2.0745455334239824e-06
8,-0.018310546875,0.029296875,0.946533203125,0.20458015267175567,-0.4961832061068702,-0.08473282442748091,0.9997889833643477,0.01869035579727659,-0.0016705174235367131,-0.0006764659016157878,0.03739841820214948,0.037356224617104354,-0.0016705174235367131,-0.00010024312983199609,-9.529918693433155e-05,-2.275600535121058e-06
9,-0.02978515625,0.01904296875,0.94580078125,0.3610687022900763,-0.4801526717557252,-0.056488549618320616,0.9998143371630777,0.016403170907043553,-0.002095891575885923,-0.0008826818668772779,0.032830568357374024,0.03277716199950352,-0.002095891575885923,-0.00010026116618895426,-9.535990080190988e-05,-2.995541188954232e-06
10,-0.017578125,0.0234375,0.95654296875,0.3801526717557252,-0.5198473282442748,-0.07709923664122137,0.999876700834644,0.013328018644698344,-0.002384172013879155,-0.00108233316981782,0.026677338027738882,0.026627046224853068,-0.002384172013879155,-0.00010040084276099459,-9.574370293783544e-05,-3.14742479224458e-06
11,-0.029541015625,0.019287109375,0.955078125,0.37786259541984735,-0.5282442748091603,-0.12137404580152672,0.9998632370326654,0.012471901588201375,-0.0030686168107561486,-0.0013998165402451604,0.02497891697771509,0.024908050497708886,-0.0030686168107561486,-0.00010039040605305655,-9.589806656099956e-05,-2.679224412431547e-06
12,-0.01953125,0.027099609375,0.955810546875,0.3236641221374046,-0.6175572519083969,-0.20916030534351146,0.9998227103271439,0.016797796142365796,-0.0038286624530176174,-0.0017746099934092146,0.033630127789319016,0.03353630299430216,-0.0038286624530176174,-0.00010043359950307002,-9.580083438499766e-05,-2.466070206194998e-06
